Name,NOC,Year,Number of Sports Athlete Plays,Number of Events Athlete Competes In,Number of Games Athlete Competed In,Won_Gold_True,Won_Silver_True,Won_Bronze_True,Athlete's Gold Medals,Athlete's Silver Medals,Athlete's Bronze Medals,Male_True
Ali Adakan,TUR,2004,1,1,2,0,0,0,0,0,0,1
Adalberto Silva,BRA,2004,1,1,1,0,0,0,0,0,0,1
Ahmed Adam,SUD,2008,1,1,1,0,0,0,0,0,0,1
Constantin Adam,ROU,2016,1,2,2,0,0,0,0,0,0,1
Gal Adam,MRI,2008,1,1,1,0,0,0,0,0,0,1
Idrissa Adam,CMR,2012,1,1,1,0,0,0,0,0,0,1
Leonie Adam,GER,2016,1,1,1,0,0,0,0,0,0,0
Tony Adam,GER,2004,1,1,1,0,0,0,0,0,0,1
Tomasz Adamiec,POL,2008,1,2,2,0,0,0,0,0,0,1
Tomasz Adamiec,POL,2012,1,2,2,0,0,0,0,0,0,1
Nafissatou Adamou,NIG,2012,1,1,1,0,0,0,0,0,0,0
Antoine Adams,SKN,2012,1,3,2,0,0,0,0,0,0,1
Antoine Adams,SKN,2016,1,3,2,0,0,0,0,0,0,1
Natalie (-brannan),USA,2012,1,1,2,0,0,0,0,0,0,0
Natalie (-brannan),USA,2016,1,1,2,0,0,0,0,0,0,0
David Adams,RSA,2000,1,1,1,0,0,0,0,0,0,1
Gerard Adams,AUS,2000,1,2,1,0,0,0,0,0,0,1
Liam Adams,AUS,2016,1,2,2,0,0,0,0,0,0,1
Luke Adams,AUS,2004,1,2,3,0,0,0,0,0,0,1
Luke Adams,AUS,2008,1,2,3,0,0,0,0,0,0,1
Luke Adams,AUS,2012,1,2,3,0,0,0,0,0,0,1
Lyukman Adams,RUS,2012,1,1,1,0,0,0,0,0,0,1
Mareike Adams,GER,2016,1,1,1,0,0,0,0,0,0,0
Nicola Adams,GBR,2012,1,1,2,1,0,0,2,0,0,0
Nicola Adams,GBR,2016,1,1,2,1,0,0,2,0,0,0
Paul Adams,AUS,2016,1,2,2,0,0,0,0,0,0,1
Rachael Adams,USA,2016,1,1,1,0,0,1,0,0,1,0
Valerie (-price),NZL,2004,1,1,4,0,0,0,2,1,0,0
Valerie (-price),NZL,2008,1,1,4,1,0,0,2,1,0,0
Valerie (-price),NZL,2012,1,1,4,1,0,0,2,1,0,0
Valerie (-price),NZL,2016,1,1,4,0,1,0,2,1,0,0
Morten Adamsen,NOR,2004,1,1,1,0,0,0,0,0,0,1
Filip Adamski,GER,2008,1,2,2,0,0,0,1,0,0,1
Filip Adamski,GER,2012,1,2,2,1,0,0,1,0,0,1
Charles Adamu,GHA,2000,1,1,1,0,0,0,0,0,0,1
Yasemin Adar,TUR,2016,1,2,2,0,0,0,0,0,1,0
Christopher Adcock,GBR,2012,1,1,2,0,0,0,0,0,0,1
Christopher Adcock,GBR,2016,1,1,2,0,0,0,0,0,0,1
Frances Adcock,AUS,2004,1,1,1,0,0,0,0,0,0,0
Gabrielle (white-),GBR,2016,1,1,1,0,0,0,0,0,0,0
Mehdi Addadi,ALG,2000,1,2,1,0,0,0,0,0,0,1
Jean Adde,FRA,2008,1,2,1,0,0,0,0,0,0,1
Jangy Addy,LBR,2008,1,1,2,0,0,0,0,0,0,1
Jangy Addy,LBR,2012,1,1,2,0,0,0,0,0,0,1
James Adede,KEN,2016,1,1,1,0,0,0,0,0,0,1
Olubayo Adefemi,NGR,2008,1,1,1,0,1,0,0,1,0,1
Oluwakemi Adekoya,BRN,2016,1,1,1,0,0,0,0,0,0,0
Odunayo Adekuoroye,NGR,2016,1,1,1,0,0,0,0,0,0,0
Carolyn Adel,SUR,2000,1,2,1,0,0,0,0,0,0,0
Ayodele Adeleye,NGR,2008,1,1,1,0,1,0,0,1,0,1
Beatrice Adelizzi,ITA,2008,1,1,1,0,0,0,0,0,0,0
Abrar Adem,ERI,2012,1,1,2,0,0,0,0,0,0,1
Abrar Adem,ERI,2016,1,1,2,0,0,0,0,0,0,1
Biko Adema,KEN,2016,1,1,1,0,0,0,0,0,0,1
Ibrahim Gedi,SOM,2000,1,1,1,0,0,0,0,0,0,1
Aminat Adeniyi,NGR,2016,1,1,1,0,0,0,0,0,0,0
Adenzia Silva,BRA,2012,1,1,2,1,0,0,1,0,0,0
Adenzia Silva,BRA,2016,1,1,2,0,0,0,1,0,0,0
Margaret Adeoye,GBR,2012,1,1,1,0,0,0,0,0,0,0
Berhane Debala,ETH,2000,1,2,2,0,0,0,0,0,0,0
Berhane Debala,ETH,2008,1,2,2,0,0,0,0,0,0,0
Nyakisi Adero,UGA,2016,1,1,1,0,0,0,0,0,0,0
Kamal Adhikari,NEP,2008,1,1,1,0,0,0,0,0,0,1
Moriam Adigun,NGR,2012,1,1,1,0,0,0,0,0,0,0
Arman Adikyan,ARM,2008,1,1,1,0,0,0,0,0,0,1
Haydy Adil,EGY,2016,1,1,1,0,0,0,0,0,0,0
Adel Adili,LBA,2000,1,1,1,0,0,0,0,0,0,1
Franck Adisson,FRA,2000,1,1,1,0,0,0,0,0,0,1
Adiyasambuu Tsolmon,MGL,2016,1,1,1,0,0,0,0,0,0,0
Christian Adjoufack,CMR,2012,1,1,1,0,0,0,0,0,0,1
Amanda (-schneider),USA,2000,1,1,1,0,0,0,0,0,0,0
Bradley Adkins,USA,2016,1,1,1,0,0,0,0,0,0,1
Jonna Adlerteg,SWE,2012,2,5,2,0,0,0,0,0,0,0
Rebecca Adlington,GBR,2008,1,2,2,1,0,0,2,0,2,0
Rebecca Adlington,GBR,2012,1,2,2,0,0,1,2,0,2,0
Christopher Adolf,PLW,2000,1,1,1,0,0,0,0,0,0,1
Dainius Adomaitis,LTU,2000,1,1,1,0,0,1,0,0,1,1
Svajnas Adomaitis,LTU,2004,1,1,1,0,0,0,0,0,0,1
Daniel Adomako,GHA,2000,1,1,1,0,0,0,0,0,0,1
Aurimas Adomaviius,LTU,2016,1,1,1,0,0,0,0,0,0,1
Neil Adonis,RSA,2000,1,1,1,0,0,0,0,0,0,1
Nathan Adrian,USA,2008,1,4,3,1,0,0,5,1,2,1
Nathan Adrian,USA,2012,1,4,3,1,0,0,5,1,2,1
Nathan Adrian,USA,2016,1,4,3,0,0,1,5,1,2,1
Vera Adrian,NAM,2016,1,1,1,0,0,0,0,0,0,0
Adriana Santos,BRA,2000,1,1,1,0,0,1,0,0,1,0
Sharnol Adriana,NED,2000,1,1,3,0,0,0,0,0,0,1
Sharnol Adriana,NED,2004,1,1,3,0,0,0,0,0,0,1
Sharnol Adriana,NED,2008,1,1,3,0,0,0,0,0,0,1
Adriana Pinto,BRA,2000,1,1,5,0,0,1,0,0,1,0
Adriana Pinto,BRA,2004,1,1,5,0,0,0,0,0,1,0
Adriana Pinto,BRA,2008,1,1,5,0,0,0,0,0,1,0
Adriana Pinto,BRA,2012,1,1,5,0,0,0,0,0,1,0
Adriana Pinto,BRA,2016,1,1,5,0,0,0,0,0,1,0
Elisngela Adriano,BRA,2004,1,2,2,0,0,0,0,0,0,0
Elisngela Adriano,BRA,2008,1,2,2,0,0,0,0,0,0,0
Fredua Adu,USA,2008,1,1,1,0,0,0,0,0,0,1
Martha Adusei,CAN,2000,1,2,1,0,0,0,0,0,0,0
Serhiy Advena,UKR,2004,1,3,2,0,0,0,0,0,0,1
Serhiy Advena,UKR,2008,1,3,2,0,0,0,0,0,0,1
Erkin Uulu,KGZ,2016,1,1,1,0,0,0,0,0,0,1
Olga Adzhigerskaya,KAZ,2008,1,1,1,0,0,0,0,0,0,0
Rustam Adzhy,UKR,2000,1,1,1,0,0,0,0,0,0,1
Silulu (-grey),ASA,2008,1,1,1,0,0,0,0,0,0,0
Jasper Aerents,BEL,2012,1,2,2,0,0,0,0,0,0,1
Jasper Aerents,BEL,2016,1,2,2,0,0,0,0,0,0,1
Mario Aerts,BEL,2008,1,1,1,0,0,0,0,0,0,1
Sara Aerts,BEL,2012,1,1,1,0,0,0,0,0,0,0
Hamed Eslamieh,IRI,2008,1,1,1,0,0,0,0,0,0,1
Brian Prez,PUR,2016,1,1,1,0,0,0,0,0,0,1
Kseniya Afanasyeva,RUS,2008,1,5,2,0,0,0,0,1,0,0
Kseniya Afanasyeva,RUS,2012,1,5,2,0,1,0,0,1,0,0
Khairulnizam Afendy,MAS,2012,1,1,2,0,0,0,0,0,0,1
Khairulnizam Afendy,MAS,2016,1,1,2,0,0,0,0,0,0,1
Abel Aferalign,ETH,2004,1,1,1,0,0,0,0,0,0,1
Franois Affolter,SUI,2012,1,1,1,0,0,0,0,0,0,1
Ahmed Afifi,EGY,2016,1,1,1,0,0,0,0,0,0,1
Shimaa Afifi,EGY,2000,1,1,1,0,0,0,0,0,0,0
Madjid Khamesh,IRI,2000,1,1,1,0,0,0,0,0,0,1
Evelina Afoa,SAM,2016,1,1,1,0,0,0,0,0,0,0
Olabisi Afolabi,NGR,2000,1,2,1,0,0,0,0,0,0,0
Paixo Afonso,ANG,2016,1,1,1,0,0,0,0,0,0,1
Marina Aframeyeva,RUS,2016,1,1,1,0,0,0,0,0,0,0
Cecil Afrika,RSA,2016,1,1,1,0,0,1,0,0,1,1
Georgios Afroudakis,GRE,2000,1,1,4,0,0,0,0,0,0,1
Georgios Afroudakis,GRE,2004,1,1,4,0,0,0,0,0,0,1
Georgios Afroudakis,GRE,2008,1,1,4,0,0,0,0,0,0,1
Georgios Afroudakis,GRE,2012,1,1,4,0,0,0,0,0,0,1
Khristos Afroudakis,GRE,2004,1,1,4,0,0,0,0,0,0,1
Khristos Afroudakis,GRE,2008,1,1,4,0,0,0,0,0,0,1
Khristos Afroudakis,GRE,2012,1,1,4,0,0,0,0,0,0,1
Khristos Afroudakis,GRE,2016,1,1,4,0,0,0,0,0,0,1
Timothy Agaba,RSA,2016,1,1,1,0,0,1,0,0,1,1
Drago Agache,ROU,2012,1,1,1,0,0,0,0,0,0,1
Aleksandr Agafonov,UZB,2000,1,1,2,0,0,0,0,0,0,1
Aleksandr Agafonov,UZB,2004,1,1,2,0,0,0,0,0,0,1
Alphonsine Agahozo,RWA,2012,1,2,2,0,0,0,0,0,0,0
Victor Agali,NGR,2000,1,1,1,0,0,0,0,0,0,1
Luca Agamennoni,ITA,2004,1,3,4,0,0,1,0,1,1,1
Luca Agamennoni,ITA,2008,1,3,4,0,1,0,0,1,1,1
Luca Agamennoni,ITA,2012,1,3,4,0,0,0,0,1,1,1
Luca Agamennoni,ITA,2016,1,3,4,0,0,0,0,1,1,1
Eldijana (-bentsen),CRO,2000,1,2,1,0,0,0,0,0,0,0
Francilla (-schofield),DMA,2000,1,1,1,0,0,0,0,0,0,0
Rstm Aayev,AZE,2004,1,1,1,0,0,0,0,0,0,1
Clarisse Agbegnenou,FRA,2016,1,3,2,0,1,0,2,1,0,0
Agberto Matos,BRA,2004,1,1,1,0,0,0,0,0,0,1
Komi-Mawussi Agbetoglo,TOG,2012,1,1,1,0,0,0,0,0,0,1
Jesper Jensen,DEN,2000,2,2,2,0,0,0,0,0,0,1
Maia Agerup,NOR,2016,1,1,1,0,0,0,0,0,0,0
Ragna Agerup,NOR,2016,1,1,1,0,0,0,0,0,0,0
Neha Aggarwal,IND,2008,1,1,1,0,0,0,0,0,0,0
Khoudir Aggoune,ALG,2004,1,1,1,0,0,0,0,0,0,1
Mamed Aghaev,ARM,2004,1,1,1,0,0,0,0,0,0,1
Julius Aghahowa,NGR,2000,1,1,1,0,0,0,0,0,0,1
Levon Aghasyan,ARM,2016,1,2,2,0,0,0,0,0,0,1
Naroa Kamio,ESP,2004,1,1,2,0,0,0,0,0,0,0
Naroa Kamio,ESP,2008,1,1,2,0,0,0,0,0,0,0
Neil Agius,MLT,2004,1,1,1,0,0,0,0,0,0,1
Marilyn Agliotti,RSA,2000,1,1,3,0,0,0,2,0,0,0
Marilyn Agliotti,NED,2008,1,1,3,1,0,0,2,0,0,0
Marilyn Agliotti,NED,2012,1,1,3,1,0,0,2,0,0,0
Yannick Agnel,FRA,2012,1,5,2,0,0,0,2,1,0,1
Yannick Agnel,FRA,2016,1,5,2,0,0,0,2,1,0,1
Jeffrey Agoos,USA,2000,1,1,1,0,0,0,0,0,0,1
Simon Agoston,AUT,2008,1,1,1,0,0,0,0,0,0,1
Salvador Agra,POR,2016,1,1,1,0,0,0,0,0,0,1
Anna Agrafioti,GRE,2012,1,1,1,0,0,0,0,0,0,0
Ulrika Gren,SWE,2012,1,1,1,0,0,0,0,0,0,0
Renzo Agresta,BRA,2004,1,1,4,0,0,0,0,0,0,1
Renzo Agresta,BRA,2008,1,1,4,0,0,0,0,0,0,1
Renzo Agresta,BRA,2012,1,1,4,0,0,0,0,0,0,1
Renzo Agresta,BRA,2016,1,1,4,0,0,0,0,0,0,1
Lindy (leveau-),SEY,2008,1,1,1,0,0,0,0,0,0,0
Ral Saladin,DOM,2008,1,1,1,0,0,0,0,0,0,1
Norisbeth Gonzlez,VEN,2016,1,1,1,0,0,0,0,0,0,0
Sergio Castillo,ARG,2008,1,1,1,1,0,0,1,0,0,1
Taismary (-botteghi),CUB,2000,1,1,2,1,0,0,1,0,0,0
Taismary (-botteghi),ITA,2008,1,1,2,0,0,0,1,0,0,0
Joo Aguiar,ANG,2000,1,1,1,0,0,0,0,0,0,1
Alberto Surez,VEN,2012,1,1,1,0,0,0,0,0,0,1
Alessandra Morn,ESP,2008,1,1,3,0,0,0,0,0,0,0
Alessandra Morn,ESP,2012,1,1,3,0,0,0,0,0,0,0
Alessandra Morn,ESP,2016,1,1,3,0,0,0,0,0,0,0
Eduardo Estrada,ESP,2004,1,1,1,0,0,0,0,0,0,1
Elisabeth Lpez,ESP,2004,1,1,2,0,0,0,0,0,0,0
Elisabeth Lpez,ESP,2008,1,1,2,0,0,0,0,0,0,0
Evelis Torres,COL,2016,1,1,1,0,0,0,0,0,0,0
Felipe Mendoza,COL,2016,1,1,1,0,0,0,0,0,0,1
Felipe Schler,CHI,2016,1,1,1,0,0,0,0,0,0,1
Iaki Vicente,ESP,2008,1,1,3,0,0,0,0,0,0,1
Iaki Vicente,ESP,2012,1,1,3,0,0,0,0,0,0,1
Iaki Vicente,ESP,2016,1,1,3,0,0,0,0,0,0,1
Karel Chacn,CUB,2004,1,3,2,0,0,0,0,0,0,1
Karel Chacn,CUB,2008,1,3,2,0,0,0,0,0,0,1
Macarena Daz,ESP,2012,1,1,2,0,0,1,0,0,1,0
Macarena Daz,ESP,2016,1,1,2,0,0,0,0,0,1,0
Michael Aguilar,BIZ,2004,1,1,1,0,0,0,0,0,0,1
Sandra Navarro,ESP,2012,1,1,2,0,0,0,0,1,0,0
Sandra Navarro,ESP,2016,1,1,2,0,1,0,0,1,0,0
Yulenmis Martnez,CUB,2016,1,1,1,0,0,0,0,0,0,0
Ana Aguilera,ARG,2000,1,1,1,0,0,0,0,0,0,0
Jessica Aguilera,NCA,2008,1,1,1,0,0,0,0,0,0,0
Tomas Armendariz,MEX,2016,1,1,1,0,0,0,0,0,0,1
Yosvany Zamora,CUB,2000,1,1,1,0,0,0,0,0,0,1
Lua Ribera,PUR,2004,1,1,1,0,0,0,0,0,0,0
Julen Akizu,ESP,2012,1,1,1,0,0,0,0,0,0,1
Carolina Giraldo,COL,2016,1,2,1,0,0,0,0,0,0,0
Damaris Aldaz,MEX,2004,1,1,2,0,0,0,0,0,0,0
Damaris Aldaz,MEX,2008,1,1,2,0,0,0,0,0,0,0
rick Tafolla,MEX,2016,1,1,1,0,0,0,0,0,0,1
Gabriela Aguirre,ARG,2016,1,1,1,0,0,0,0,0,0,0
Gustavo Aguirre,ARG,2000,1,1,1,0,0,0,0,0,0,1
Jeinkler Manso,CUB,2008,1,2,2,0,0,0,0,0,0,1
Jeinkler Manso,CUB,2012,1,2,2,0,0,0,0,0,0,1
Marcelo Aguirre,PAR,2008,1,1,3,0,0,0,0,0,0,1
Marcelo Aguirre,PAR,2012,1,1,3,0,0,0,0,0,0,1
Marcelo Aguirre,PAR,2016,1,1,3,0,0,0,0,0,0,1
Matas Guruceaga,URU,2012,1,1,1,0,0,0,0,0,0,1
Diego Aguirregomezcorta,ARG,2000,1,1,1,0,0,0,0,0,0,1
Mikel Garca,ESP,2012,1,1,1,0,0,0,0,0,0,1
Sri Agustiani,INA,2016,1,1,1,0,1,0,0,1,0,0
Albert Agyemang,GHA,2000,1,1,1,0,0,0,0,0,0,1
Nicholas A'hern,AUS,2000,1,1,1,0,0,0,0,0,0,1
Robyn Mow-santos,USA,2000,1,1,3,0,0,0,0,1,0,0
Robyn Mow-santos,USA,2004,1,1,3,0,0,0,0,1,0,0
Robyn Mow-santos,USA,2008,1,1,3,0,1,0,0,1,0,0
Juliette Ah-wan,SEY,2008,1,1,1,0,0,0,0,0,0,0
Feta Ahamada,COM,2008,1,1,2,0,0,0,0,0,0,0
Feta Ahamada,COM,2012,1,1,2,0,0,0,0,0,0,0
Younes Al-ahamdi,MAR,2004,1,1,2,0,0,0,0,0,0,1
Younes Al-ahamdi,MAR,2008,1,1,2,0,0,0,0,0,0,1
Kelsie Ahbe,CAN,2016,1,1,1,0,0,0,0,0,0,0
Johanna Ahlm,SWE,2008,1,1,2,0,0,0,0,0,0,0
Johanna Ahlm,SWE,2012,1,1,2,0,0,0,0,0,0,0
Christian Ahlmann,GER,2004,1,2,4,0,0,0,0,0,2,1
Christian Ahlmann,GER,2008,1,2,4,0,0,0,0,0,2,1
Christian Ahlmann,GER,2012,1,2,4,0,0,0,0,0,2,1
Christian Ahlmann,GER,2016,1,2,4,0,0,0,0,0,2,1
Maqsood Ahmad,PAK,2000,1,1,1,0,0,0,0,0,0,1
Mohamed Juma,UAE,2012,1,1,1,0,0,0,0,0,0,1
Tontowi Ahmad,INA,2012,1,1,2,0,0,0,1,0,0,1
Tontowi Ahmad,INA,2016,1,1,2,1,0,0,1,0,0,1
Waseem Ahmad,PAK,2000,1,1,3,0,0,0,0,0,0,1
Waseem Ahmad,PAK,2004,1,1,3,0,0,0,0,0,0,1
Waseem Ahmad,PAK,2012,1,1,3,0,0,0,0,0,0,1
Elaheh Ahmadi,IRI,2012,1,2,2,0,0,0,0,0,0,0
Elaheh Ahmadi,IRI,2016,1,2,2,0,0,0,0,0,0,0
Jrg Ahmann,GER,2000,1,1,1,0,0,1,0,0,1,1
Abdalla Ahmed,EGY,2008,1,1,1,0,0,0,0,0,0,1
Abdel Ahmed,EGY,2008,1,1,1,0,0,0,0,0,0,1
Adnan Ahmed,EGY,2004,1,1,1,0,0,0,0,0,0,1
Alaa Ahmed,EGY,2000,1,1,1,0,0,0,0,0,0,1
Azneem Ahmed,MDV,2012,1,1,1,0,0,0,0,0,0,1
Esraa El-sayed,EGY,2016,1,1,1,0,0,0,0,0,0,0
Fareed Ahmed,PAK,2012,1,1,1,0,0,0,0,0,0,1
Ghofran Zaki,EGY,2016,1,1,1,0,0,0,0,0,0,1
Heba Ahmed,EGY,2008,1,1,1,0,0,0,0,0,0,0
Mahmoud Ahmed,EGY,2004,1,1,1,0,0,0,0,0,0,1
Mohammed Ahmed,IRQ,2000,2,5,4,0,0,0,0,1,0,1
Mohammed Ahmed,CAN,2012,2,5,4,0,0,0,0,1,0,1
Mohammed Ahmed,CAN,2016,2,5,4,0,0,0,0,1,0,1
Muhammad Ahmed,PAK,2000,1,1,2,0,0,0,0,0,0,1
Mumtaz Ahmed,PAK,2004,1,1,1,0,0,0,0,0,0,1
Nasir Ahmed,PAK,2008,1,1,1,0,0,0,0,0,0,1
Samia Ahmed,EGY,2016,1,2,1,0,0,0,0,0,0,0
Shamha Ahmed,MDV,2000,1,1,1,0,0,0,0,0,0,0
Shehabeldin Saad,EGY,2012,1,1,1,0,0,0,0,0,0,1
Sohail Ahmed,PAK,2004,1,1,1,0,0,0,0,0,0,1
Zemzem Deko,ETH,2008,1,1,1,0,0,0,0,0,0,0
Masbah Ahmmed,BAN,2016,1,1,1,0,0,0,0,0,0,1
Juha Ahokas,FIN,2004,1,1,1,0,0,0,0,0,0,1
Odile Ahouanwanou,BEN,2012,1,2,2,0,0,0,0,0,0,0
Murielle Ahour,CIV,2012,1,2,2,0,0,0,0,0,0,0
Murielle Ahour,CIV,2016,1,2,2,0,0,0,0,0,0,0
Christian Ahrens,USA,2000,1,1,2,0,0,0,1,0,0,1
Christian Ahrens,USA,2004,1,1,2,1,0,0,1,0,0,1
Gaby Ahrens,NAM,2008,1,1,3,0,0,0,0,0,0,0
Gaby Ahrens,NAM,2012,1,1,3,0,0,0,0,0,0,0
Gaby Ahrens,NAM,2016,1,1,3,0,0,0,0,0,0,0
Stefan Ahrens,GER,2000,1,1,1,0,0,0,0,0,0,1
Mohammad Ahsan,INA,2012,1,2,3,0,0,0,0,0,0,1
Mohammad Ahsan,INA,2016,1,2,3,0,0,0,0,0,0,1
Nicole Ahsinger,USA,2016,1,2,2,0,0,0,0,0,0,0
Johannes Ahun,EST,2008,1,1,2,0,0,0,0,0,0,1
Johannes Ahun,EST,2012,1,1,2,0,0,0,0,0,0,1
Michelle-Lee Ahye,TTO,2012,1,3,2,0,0,0,0,0,0,0
Michelle-Lee Ahye,TTO,2016,1,3,2,0,0,0,0,0,0,0
Ai Linuer,CHN,2004,1,1,1,0,0,0,0,0,0,1
Ai Yanhan,CHN,2016,1,2,1,0,0,0,0,0,0,0
Jrmy Aicardi,FRA,2016,1,1,1,0,0,0,0,0,0,1
Matteo Aicardi,ITA,2012,1,2,3,0,1,0,0,1,1,1
Matteo Aicardi,ITA,2016,1,2,3,0,0,1,0,1,1,1
Mara Amicarelli,ARG,2000,1,1,3,0,1,0,0,1,2,0
Mara Amicarelli,ARG,2004,1,1,3,0,0,1,0,1,2,0
Mara Amicarelli,ARG,2008,1,1,3,0,0,1,0,1,2,0
Mohamed Al-aich,ALG,2004,1,1,1,0,0,0,0,0,0,1
Vlad-Drago Aicoboae,ROU,2016,1,1,1,0,0,0,0,0,0,1
Neringa Aidietyt,LTU,2012,1,1,2,0,0,0,0,0,0,0
Neringa Aidietyt,LTU,2016,1,1,2,0,0,0,0,0,0,0
Rosaria Aiello,ITA,2016,1,1,1,0,1,0,0,1,0,0
Hannes Aigner,GER,2012,2,2,3,0,0,1,0,0,2,1
Hannes Aigner,GER,2016,2,2,3,0,0,0,0,0,2,1
Ryoji Aikawa,JPN,2004,1,1,1,0,0,1,0,0,1,1
Harry Aikines-aryeetey,GBR,2016,1,1,1,0,0,0,0,0,0,1
Clelia Ailara,ITA,2000,1,1,1,0,0,0,0,0,0,0
Djamel Ainaoui,FRA,2000,1,1,1,0,0,0,0,0,0,1
Charles Ainslie,GBR,2000,1,3,4,1,0,0,4,0,0,1
Charles Ainslie,GBR,2004,1,3,4,1,0,0,4,0,0,1
Charles Ainslie,GBR,2008,1,3,4,1,0,0,4,0,0,1
Charles Ainslie,GBR,2012,1,3,4,1,0,0,4,0,0,1
Ian Ainslie,RSA,2000,1,1,1,0,0,0,0,0,0,1
Kurt Ainsworth,USA,2000,1,1,1,1,0,0,1,0,0,1
Sophie Ainsworth,GBR,2016,1,1,1,0,0,0,0,0,0,0
Michael Aish,NZL,2000,1,2,2,0,0,0,0,0,0,1
Michael Aish,NZL,2004,1,2,2,0,0,0,0,0,0,1
Nicolas Assat,FRA,2004,1,1,1,0,0,0,0,0,0,1
Tassadit Assou,ALG,2008,1,1,2,0,0,0,0,0,0,0
Tassadit Assou,ALG,2012,1,1,2,0,0,0,0,0,0,0
Saiyidah Rafa'ee,SGP,2016,1,1,1,0,0,0,0,0,0,0
Rachid Atmane,ALG,2016,1,1,1,0,0,0,0,0,0,1
Hamid Bighrade,MAR,2004,1,1,1,0,0,0,0,0,0,1
Kamel Daoud,ALG,2008,1,1,1,0,0,0,0,0,0,1
Anasse Abdia,MAR,2016,1,1,1,0,0,0,0,0,0,1
Miloud Hammi,MAR,2004,1,1,1,0,0,0,0,0,0,1
Amina Hammou,MAR,2000,1,1,2,0,0,0,0,0,0,0
Amina Hammou,MAR,2004,1,1,2,0,0,0,0,0,0,0
Seltana Hammou,MAR,2004,1,1,1,0,0,0,0,0,0,0
Zied Ouagram,TUN,2012,1,1,2,0,0,0,0,0,0,1
Zied Ouagram,MAR,2016,1,1,2,0,0,0,0,0,0,1
Samir Sad,FRA,2016,1,2,1,0,0,0,0,0,0,1
Souad (-mahour-bacha),ALG,2004,1,3,4,0,0,0,0,0,0,0
Souad (-mahour-bacha),ALG,2008,1,3,4,0,0,0,0,0,0,0
Souad (-mahour-bacha),ALG,2012,1,3,4,0,0,0,0,0,0,0
Souad (-mahour-bacha),ALG,2016,1,3,4,0,0,0,0,0,0,0
Fiorella Junek,PER,2000,1,1,1,0,0,0,0,0,0,0
Brett Aitken,AUS,2000,1,2,1,0,0,0,1,0,0,1
Kiera Aitken,BER,2004,1,1,2,0,0,0,0,0,0,0
Kiera Aitken,BER,2008,1,1,2,0,0,0,0,0,0,0
Marina (korzhova-),KAZ,2004,1,1,2,0,0,0,0,0,0,0
Marina (korzhova-),KAZ,2008,1,1,2,0,0,0,0,0,0,0
Artur Aivazian,UKR,2000,1,3,4,0,0,0,1,0,0,1
Artur Aivazian,UKR,2004,1,3,4,0,0,0,1,0,0,1
Artur Aivazian,UKR,2008,1,3,4,0,0,0,1,0,0,1
Artur Aivazian,UKR,2012,1,3,4,0,0,0,1,0,0,1
Yakubu Aiyegbeni,NGR,2000,1,1,1,0,0,0,0,0,0,1
Eirini Andili,GRE,2000,1,1,1,0,0,1,0,0,1,0
Efe Ajagba,NGR,2016,1,1,1,0,0,0,0,0,0,1
Irene Ajambo,UGA,2004,1,1,1,0,0,0,0,0,0,0
Oluwafemi Ajayi,NGR,2016,1,1,1,0,0,1,0,0,1,1
Kikelomo Ajayi,NGR,2000,1,1,1,0,0,0,0,0,0,0
Astrit Ajdarevi,SWE,2016,1,1,1,0,0,0,0,0,0,1
Omar Iglesias,CUB,2000,1,1,1,0,1,0,0,1,0,1
Geard Ajetovi,SCG,2000,1,1,1,0,0,0,0,0,0,1
Ebenezer Ajilore,NGR,2008,1,1,1,0,1,0,0,1,0,1
Zita Ajkler,HUN,2000,1,1,2,0,0,0,0,0,0,0
Zita Ajkler,HUN,2004,1,1,2,0,0,0,0,0,0,0
Mobolade Ajomale,CAN,2016,1,1,1,0,0,1,0,0,1,1
Olusegun Ajose,NGR,2000,1,1,1,0,0,0,0,0,0,1
Benedicta Ajudua,NGR,2000,1,1,1,0,0,0,0,0,0,0
Kouadio Aka-akesse,CIV,2000,1,2,3,0,0,0,0,0,0,1
Kouadio Aka-akesse,FRA,2004,1,2,3,0,0,0,0,0,0,1
Kouadio Aka-akesse,FRA,2008,1,2,3,0,0,0,0,0,0,1
Yukiko Akaba,JPN,2008,1,2,1,0,0,0,0,0,0,0
Norihiro Akahoshi,JPN,2000,1,1,1,0,0,0,0,0,0,1
Stella Akakpo,FRA,2016,1,1,1,0,0,0,0,0,0,0
Muideen Akanji,NGR,2012,1,1,1,0,0,0,0,0,0,1
zdemir Akbal,TUR,2000,1,2,1,0,0,0,0,0,0,1
Salman Akbar,PAK,2004,1,1,2,0,0,0,0,0,0,1
Salman Akbar,PAK,2008,1,1,2,0,0,0,0,0,0,1
Waqar Akbar,PAK,2008,1,1,1,0,0,0,0,0,0,1
Egamnazar Akbarov,UZB,2004,1,1,1,0,0,0,0,0,0,1
Tolga Akcayli,VIN,2012,1,1,1,0,0,0,0,0,0,1
Meryem (mayo-),TUR,2016,1,1,1,0,0,0,0,0,0,0
Tark Akda,TUR,2012,1,1,2,0,0,0,0,0,0,1
Tark Akda,TUR,2016,1,1,2,0,0,0,0,0,0,1
Ahmet Akdilek,TUR,2012,1,2,1,0,0,0,0,0,0,1
lknur Akdoan,TUR,2000,1,1,1,0,0,0,0,0,0,0
Patsy Akeli,SAM,2004,1,1,2,0,0,0,0,0,0,0
